,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,host_neighbourhood,license,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_listings_count,minimum_maximum_nights,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_value,instant_bookable
1031,87%,,27,28,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,0,0,18/05/19,16/09/22,4.71,5.0,4.79,5.0,,,0,0,29/12/24,14,0,1125,1125,1.0,1125.0,,t,Private room,2,,1 shared bath,,5,5,,f,10,5,5,0,0.2,27,1125,16/09/22,4.71,4.79,5.0,4.71,f
1032,,f,1,1,"['email', 'phone']",f,f,1125,5.0,1125.0,t,29/12/24,0,0,,,,,,,,,0,0,29/12/24,0,0,1125,1125,5.0,1125.0,,t,Entire home/apt,4,,2 baths,2.0,1,0,,f,1,1,0,0,,1,1125,,,,,,f
1033,,f,1,1,"['email', 'phone']",t,f,1125,1.0,1125.0,t,29/12/24,0,0,15/07/19,20/08/23,4.5,4.7,4.3,4.9,,,0,0,29/12/24,10,0,1125,1125,1.0,1125.0,,t,Entire home/apt,8,,2 baths,4.0,1,0,,f,1,1,0,0,0.15,1,1125,20/08/23,4.5,4.3,4.9,4.5,f
1034,87%,t,1,4,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,19,0,18/05/19,30/06/24,4.95,4.95,4.98,4.91,,,0,89,29/12/24,57,19,1125,1125,1.0,1125.0,,t,Entire home/apt,3,,1 bath,1.0,1,0,,f,1,1,0,0,0.83,1,1125,30/06/24,4.95,4.98,4.91,4.86,f
1035,100%,t,1,1,"['email', 'phone']",t,t,730,29.0,730.0,t,29/12/24,1,0,26/01/22,31/07/24,4.85,4.94,4.73,4.97,,,74,348,29/12/24,66,1,730,730,29.0,730.0,,t,Entire home/apt,4,2.0,2 baths,2.0,1,0,,f,1,1,0,0,1.85,1,730,31/07/24,4.85,4.73,4.97,4.83,f
1036,100%,t,1,1,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,66,2,26/06/19,08/12/24,4.92,4.87,4.96,4.98,,37186,71,73,29/12/24,334,66,1125,1125,2.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,37186,f,1,0,1,0,4.98,1,1125,08/12/24,4.92,4.96,4.98,4.9,f
1037,99%,t,1,2,"['email', 'phone']",t,t,1125,1.3,1125.0,t,29/12/24,130,5,19/09/19,12/12/24,4.95,4.95,4.97,4.99,,37777,75,137,29/12/24,665,130,1125,1125,1.3,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,37777,t,1,0,1,0,10.34,1,1125,12/12/24,4.95,4.97,4.99,4.9,t
1038,98%,t,55,118,"['email', 'phone', 'work_email']",t,t,1125,29.0,1125.0,t,29/12/24,1,0,30/06/19,01/08/24,4.4,4.4,4.0,4.2,Cadboro Bay,,0,32,29/12/24,5,1,1125,1125,29.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,2.0,53,0,,f,53,53,0,0,0.07,55,1125,01/08/24,4.4,4.0,4.2,4.0,f
1039,100%,t,2,2,"['email', 'phone']",t,t,730,1.7,730.0,t,29/12/24,26,0,19/05/19,14/09/24,4.95,4.95,4.91,5.0,,,88,267,29/12/24,221,26,730,730,1.7,730.0,,t,Entire home/apt,2,1.0,1 bath,0.0,2,0,,f,2,2,0,0,3.23,2,730,14/09/24,4.95,4.91,5.0,4.92,f
1040,95%,,5,6,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,55,0,24/05/19,29/08/24,4.93,4.94,4.93,4.99,,,0,89,29/12/24,254,55,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,1,,f,2,1,1,0,3.72,5,1125,29/08/24,4.93,4.93,4.99,4.9,f
1041,,f,4,4,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,0,0,19/05/19,28/05/23,3.86,4.43,3.86,5.0,,,0,0,29/12/24,7,0,1125,1125,1.0,1125.0,,t,Private room,2,,1 shared bath,,0,1,,f,1,0,1,0,0.1,4,1125,28/05/23,3.86,3.86,5.0,4.0,f
1042,100%,t,1,1,"['email', 'phone']",t,t,14,2.0,14.0,t,29/12/24,53,2,23/06/19,15/12/24,4.99,4.99,4.99,4.98,,,61,62,29/12/24,284,53,14,14,2.0,14.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,f,1,1,0,0,4.22,1,14,15/12/24,4.99,4.99,4.98,4.96,f
1043,100%,t,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,68,2,01/07/19,08/12/24,4.95,4.94,4.98,4.99,,,34,248,29/12/24,389,68,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,5.81,1,1125,08/12/24,4.95,4.98,4.99,4.89,t
1044,100%,t,3,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,29,0,07/07/19,26/10/24,4.98,4.97,4.94,4.97,,,54,275,29/12/24,126,29,1125,1125,2.0,1125.0,,t,Entire home/apt,6,2.5,2.5 baths,3.0,3,0,,f,3,3,0,0,1.89,3,1125,26/10/24,4.98,4.94,4.97,4.83,f
1045,100%,t,2,5,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,63,4,27/05/19,08/12/24,4.74,4.82,4.73,4.8,,39848,0,0,29/12/24,396,63,1125,1125,1.0,1125.0,,t,Entire home/apt,5,,1 bath,2.0,2,0,39848,f,2,2,0,0,5.81,2,1125,08/12/24,4.74,4.73,4.8,4.66,f
1046,100%,f,1,1,"['email', 'phone']",t,t,730,89.0,730.0,t,29/12/24,3,0,25/07/19,03/08/24,4.8,4.9,5.0,4.85,,,0,181,29/12/24,20,3,730,730,89.0,730.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.3,1,730,03/08/24,4.8,5.0,4.85,4.65,f
1047,100%,t,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,44,4,27/05/19,23/12/24,4.95,4.97,4.98,4.99,,37273,13,13,29/12/24,184,44,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,37273,f,1,1,0,0,2.7,1,1125,23/12/24,4.95,4.98,4.99,4.89,f
1048,100%,f,1,1,"['email', 'phone']",t,t,120,30.0,120.0,t,29/12/24,1,0,23/06/19,17/03/24,4.87,4.92,4.85,4.98,,,0,0,29/12/24,61,1,120,120,30.0,120.0,,t,Entire home/apt,6,,1 bath,3.0,1,0,,f,1,1,0,0,0.91,1,120,17/03/24,4.87,4.85,4.98,4.84,f
1049,80%,t,1,23,"['email', 'phone']",t,t,90,30.0,90.0,t,29/12/24,0,0,29/07/21,01/09/23,5.0,5.0,5.0,5.0,,,71,159,29/12/24,12,0,90,90,30.0,90.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.29,1,90,01/09/23,5.0,5.0,5.0,5.0,f
1050,100%,f,1,7,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,3,0,24/06/19,02/04/24,4.75,4.77,4.86,4.93,,,0,0,29/12/24,140,3,1125,1125,2.0,1125.0,,t,Entire home/apt,12,,3.5 baths,5.0,1,0,,t,1,1,0,0,2.08,1,1125,02/04/24,4.75,4.86,4.93,4.74,t
1051,100%,f,2,2,"['email', 'phone']",t,t,6,2.0,6.0,t,29/12/24,1,0,03/06/19,18/08/24,5.0,4.97,4.97,4.99,,,0,0,29/12/24,77,1,6,6,2.0,6.0,,t,Private room,7,,1 private bath,3.0,0,2,,f,2,0,2,0,1.13,2,6,18/08/24,5.0,4.97,4.99,4.94,f
1052,,f,1,2,"['email', 'phone']",t,f,1125,2.0,1125.0,t,29/12/24,0,0,13/06/19,30/04/20,4.96,5.0,4.96,5.0,,,0,0,29/12/24,24,0,1125,1125,2.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.36,1,1125,30/04/20,4.96,4.96,5.0,4.96,f
1053,97%,t,35,60,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,15,0,04/06/19,03/05/24,4.94,4.97,4.93,4.79,Fernwood,37018,42,196,29/12/24,190,15,1125,1125,30.0,1125.0,,t,Entire home/apt,5,2.0,2 baths,3.0,33,0,37018,t,33,33,0,0,2.8,35,1125,03/05/24,4.94,4.93,4.79,4.78,t
1054,,f,1,1,['phone'],t,t,120,1.0,120.0,t,29/12/24,0,0,13/08/22,13/10/22,5.0,5.0,5.0,5.0,,,87,362,29/12/24,2,0,120,120,1.0,120.0,,t,Private room,1,1.0,1 shared bath,1.0,0,1,,f,1,0,1,0,0.07,1,120,13/10/22,5.0,5.0,5.0,5.0,f
1055,90%,t,2,2,"['email', 'phone']",t,t,14,2.1,14.0,t,29/12/24,5,0,02/06/19,09/09/24,4.82,4.89,4.87,4.89,Beach Camp,,17,246,29/12/24,61,5,14,14,2.1,14.0,,t,Entire home/apt,6,1.5,1.5 baths,3.0,2,0,,f,2,2,0,0,0.9,2,14,09/09/24,4.82,4.87,4.89,4.64,f
1056,0%,f,1,1,"['email', 'phone']",t,t,7,2.0,7.0,t,29/12/24,0,0,,,,,,,,,28,302,29/12/24,0,0,7,7,2.0,7.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,,1,7,,,,,,f
1057,,f,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,,29/12/24,0,0,14/06/19,19/08/22,4.61,4.78,4.65,5.0,,,0,0,29/12/24,23,0,1125,1125,2.0,1125.0,,,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.34,1,1125,19/08/22,4.61,4.65,5.0,4.7,f
1058,100%,f,1,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,4,0,01/07/19,29/07/24,5.0,5.0,5.0,5.0,,,0,0,29/12/24,11,4,1125,1125,2.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.16,1,1125,29/07/24,5.0,5.0,5.0,5.0,f
1059,53%,t,2,2,"['email', 'phone']",t,t,60,8.9,60.0,t,29/12/24,0,0,17/08/19,31/08/23,5.0,5.0,5.0,5.0,,,0,32,29/12/24,4,0,60,60,8.9,60.0,,t,Entire home/apt,4,2.0,2 baths,3.0,2,0,,f,2,2,0,0,0.06,2,60,31/08/23,5.0,5.0,5.0,5.0,f
1060,98%,t,1,1,['phone'],t,t,15,2.2,15.0,t,29/12/24,31,3,15/07/19,08/12/24,4.92,4.91,4.82,4.94,,,49,200,29/12/24,164,31,15,15,2.2,15.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,t,1,1,0,0,2.47,1,15,08/12/24,4.92,4.82,4.94,4.79,t
1061,97%,f,2,2,"['email', 'phone']",t,t,730,1.0,730.0,t,29/12/24,1,0,05/07/19,26/05/24,4.8,4.85,4.85,4.85,,,0,0,29/12/24,20,1,730,730,1.0,730.0,,t,Entire home/apt,6,,1 bath,3.0,2,0,,f,2,2,0,0,0.3,2,730,26/05/24,4.8,4.85,4.85,4.7,f
1062,,f,1,1,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,10/06/19,01/12/19,4.94,4.94,4.98,4.98,,,0,0,29/12/24,47,0,1125,1125,30.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.69,1,1125,01/12/19,4.94,4.98,4.98,4.85,f
1063,,f,1,1,"['email', 'phone']",t,t,60,30.0,60.0,t,29/12/24,0,0,23/06/19,06/09/19,5.0,5.0,5.0,5.0,,,76,206,29/12/24,2,0,60,60,30.0,60.0,,t,Entire home/apt,2,1.0,1 bath,3.0,1,0,,f,1,1,0,0,0.03,1,60,06/09/19,5.0,5.0,5.0,5.0,f
1064,96%,f,9,12,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,1,0,23/06/19,04/05/24,4.0,4.13,5.0,3.75,,,28,303,29/12/24,8,1,1125,1125,1.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,6,1,,f,7,6,1,0,0.12,9,1125,04/05/24,4.0,5.0,3.75,3.75,f
1065,96%,t,3,8,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,22,0,16/10/19,25/10/24,4.91,4.91,4.93,4.95,,,90,365,29/12/24,43,22,1125,1125,1.0,1125.0,,t,Private room,4,1.0,1 shared bath,1.0,0,3,,t,3,0,3,0,0.68,3,1125,25/10/24,4.91,4.93,4.95,4.95,t
1066,60%,f,1,2,['phone'],t,t,30,2.0,30.0,t,29/12/24,3,0,05/08/19,06/08/24,4.92,4.85,4.69,5.0,,,90,267,29/12/24,26,3,30,30,2.0,30.0,,t,Private room,4,1.0,1 private bath,2.0,0,1,,f,1,0,1,0,0.4,1,30,06/08/24,4.92,4.69,5.0,4.77,f
1067,,f,5,9,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,0,0,04/07/19,22/09/23,4.43,4.51,4.4,4.87,,,0,0,29/12/24,47,0,1125,1125,1.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,3,0,,t,3,3,0,0,0.7,5,1125,22/09/23,4.43,4.4,4.87,4.51,t
1068,92%,f,24,26,"['email', 'phone']",t,t,1125,90.0,1125.0,t,29/12/24,0,0,31/07/19,01/12/22,4.5,4.5,4.5,4.63,Rockland,,0,59,29/12/24,8,0,1125,1125,90.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,17,0,,f,17,17,0,0,0.12,24,1125,01/12/22,4.5,4.5,4.63,4.25,f
1069,100%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,21,1,22/06/19,03/12/24,4.92,4.93,4.98,4.95,,,80,352,29/12/24,115,21,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,t,1,1,0,0,1.71,1,1125,03/12/24,4.92,4.98,4.95,4.89,t
1070,85%,f,11,12,"['email', 'phone']",t,t,60,2.0,60.0,t,29/12/24,0,0,28/08/19,20/07/23,4.57,4.57,4.37,4.91,,,89,363,29/12/24,35,0,60,60,2.0,60.0,,t,Entire home/apt,8,2.5,2.5 baths,3.0,11,0,,f,11,11,0,0,0.54,11,60,20/07/23,4.57,4.37,4.91,4.31,f
1071,0%,f,1,3,"['email', 'phone']",t,t,1125,7.0,1125.0,t,29/12/24,0,0,17/08/19,12/08/23,4.83,4.89,4.94,5.0,,,28,302,29/12/24,18,0,1125,1125,7.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.28,1,1125,12/08/23,4.83,4.94,5.0,4.78,f
1072,,f,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,17/06/19,27/02/20,4.98,5.0,5.0,5.0,,,88,88,29/12/24,57,0,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.85,1,1125,27/02/20,4.98,5.0,5.0,4.96,f
1073,100%,t,1,1,"['email', 'phone']",t,t,1125,4.7,1125.0,t,29/12/24,7,0,25/06/19,28/08/24,4.81,4.89,4.92,4.86,,,0,0,29/12/24,36,7,1125,1125,4.7,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,t,1,1,0,0,0.54,1,1125,28/08/24,4.81,4.92,4.86,4.89,t
1074,91%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,60,1,23/06/19,04/12/24,4.93,4.96,4.95,4.98,,,76,76,29/12/24,301,60,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,4.48,1,1125,04/12/24,4.93,4.95,4.98,4.86,f
1075,87%,,27,28,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,0,0,28/07/19,04/08/23,4.67,4.67,4.83,4.83,,,0,0,29/12/24,6,0,1125,1125,1.0,1125.0,,t,Entire home/apt,6,,3 baths,3.0,5,5,,f,10,5,5,0,0.09,27,1125,04/08/23,4.67,4.83,4.83,4.5,f
1076,,,2,2,"['email', 'phone', 'work_email']",t,t,1125,3.0,1125.0,t,29/12/24,0,0,06/08/19,14/06/20,5.0,5.0,5.0,5.0,,,0,0,29/12/24,15,0,1125,1125,3.0,1125.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.23,2,1125,14/06/20,5.0,5.0,5.0,4.93,f
1077,100%,f,1,1,['phone'],t,t,1125,2.0,1125.0,t,29/12/24,26,0,23/06/19,24/11/24,4.72,4.83,4.8,4.92,,,86,357,29/12/24,109,26,1125,1125,2.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,1.62,1,1125,24/11/24,4.72,4.8,4.92,4.82,f
1078,98%,f,2,5,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,19,0,24/06/19,31/08/24,4.65,4.82,4.6,4.9,,,0,86,29/12/24,144,19,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,0.0,2,0,,t,2,2,0,0,2.14,2,1125,31/08/24,4.65,4.6,4.9,4.48,t
1079,100%,t,5,5,"['email', 'phone']",t,t,60,2.0,60.0,t,29/12/24,9,0,27/08/19,26/08/24,4.91,4.91,4.87,4.83,,,76,255,29/12/24,23,9,60,60,2.0,60.0,,t,Entire home/apt,8,4.5,4.5 baths,4.0,1,4,,f,5,1,4,0,0.35,5,60,26/08/24,4.91,4.87,4.83,4.87,f
1080,,f,1,1,['phone'],t,t,1125,3.0,1125.0,t,29/12/24,0,0,02/07/19,13/08/23,4.85,4.95,4.98,5.0,,,89,89,29/12/24,41,0,1125,1125,3.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.61,1,1125,13/08/23,4.85,4.98,5.0,4.85,f
1081,98%,,2,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,22,3,05/08/19,10/12/24,4.95,4.98,4.94,4.88,,37599,16,16,29/12/24,210,22,1125,1125,2.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,1.0,1,0,37599,f,1,1,0,0,3.19,2,1125,10/12/24,4.95,4.94,4.88,4.87,f
1082,100%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,35,2,01/07/19,25/12/24,4.95,4.95,4.98,4.95,,,29,93,29/12/24,250,35,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,t,1,1,0,0,3.73,1,1125,25/12/24,4.95,4.98,4.95,4.91,t
1083,98%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,47,2,12/08/19,26/12/24,4.9,4.95,4.96,4.95,,,89,89,29/12/24,367,47,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,5.6,1,1125,26/12/24,4.9,4.96,4.95,4.85,f
1084,100%,f,1,1,"['email', 'phone']",t,t,28,3.0,28.0,t,29/12/24,7,0,09/08/24,30/10/24,5.0,5.0,5.0,5.0,,,85,174,29/12/24,7,7,28,28,3.0,28.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.47,1,28,30/10/24,5.0,5.0,5.0,5.0,f
1085,96%,t,1,3,"['email', 'phone']",t,t,1125,5.0,1125.0,t,29/12/24,15,0,13/07/19,02/11/24,4.82,4.81,4.88,4.99,,,84,174,29/12/24,67,15,1125,1125,5.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.01,1,1125,02/11/24,4.82,4.88,4.99,4.82,f
1086,83%,t,1,3,"['email', 'phone']",t,t,1125,84.3,1125.0,t,29/12/24,1,0,31/08/19,18/04/24,5.0,4.83,4.92,4.83,,,2,8,29/12/24,12,1,1125,1125,84.3,1125.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.18,1,1125,18/04/24,5.0,4.92,4.83,4.58,f
1087,,f,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,07/07/19,17/07/22,5.0,4.91,4.95,5.0,,,0,0,29/12/24,22,0,1125,1125,2.0,1125.0,,t,Entire home/apt,5,1.0,1 bath,2.0,1,0,,t,1,1,0,0,0.33,1,1125,17/07/22,5.0,4.95,5.0,4.77,t
1088,,f,1,1,"['email', 'phone']",t,f,7,2.0,7.0,,29/12/24,0,0,01/07/19,15/08/21,5.0,5.0,4.91,5.0,,,0,0,29/12/24,11,0,7,7,2.0,7.0,,,Entire home/apt,2,,1 bath,,1,0,,f,1,1,0,0,0.16,1,7,15/08/21,5.0,4.91,5.0,4.36,f
1089,,f,1,1,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,20/07/19,31/08/19,5.0,5.0,5.0,5.0,,,0,0,29/12/24,2,0,1125,1125,2.0,1125.0,,t,Entire home/apt,5,,1 bath,2.0,1,0,,f,1,1,0,0,0.03,1,1125,31/08/19,5.0,5.0,5.0,5.0,f
1090,,f,1,1,"['email', 'phone']",t,t,1125,60.0,1125.0,t,29/12/24,0,0,,,,,,,,,0,0,29/12/24,0,0,1125,1125,60.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,,1,1125,,,,,,f
1091,97%,t,30,72,"['email', 'phone', 'work_email']",t,t,200,2.0,200.0,t,29/12/24,13,0,10/08/19,10/11/24,4.9,4.96,4.91,4.99,Downtown,,70,70,29/12/24,158,13,200,200,2.0,200.0,,t,Entire home/apt,2,1.0,1 bath,1.0,13,1,,f,14,13,1,0,2.41,30,200,10/11/24,4.9,4.91,4.99,4.76,f
1092,94%,t,4,11,"['email', 'phone']",t,t,1125,4.0,1125.0,t,29/12/24,24,0,21/06/21,24/10/24,4.83,4.85,4.87,4.92,,,0,0,29/12/24,60,24,1125,1125,4.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,2,0,,t,2,2,0,0,1.4,4,1125,24/10/24,4.83,4.87,4.92,4.85,t
1093,100%,f,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,40,0,08/07/23,20/09/24,4.87,4.93,4.91,4.99,,,0,0,29/12/24,70,40,1125,1125,2.0,1125.0,,t,Entire home/apt,6,,1 bath,1.0,1,0,,t,1,1,0,0,3.88,1,1125,20/09/24,4.87,4.91,4.99,4.79,t
1094,100%,f,1,1,"['email', 'phone']",t,t,1125,4.0,1125.0,t,29/12/24,2,0,06/07/19,25/03/24,4.97,4.97,5.0,5.0,,,89,155,29/12/24,30,2,1125,1125,4.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,0.45,1,1125,25/03/24,4.97,5.0,5.0,4.8,f
1095,99%,t,2,4,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,42,0,24/08/19,27/10/24,5.0,4.97,5.0,4.98,,,49,240,29/12/24,208,42,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,t,2,2,0,0,3.19,2,1125,27/10/24,5.0,5.0,4.98,4.92,t
1096,98%,t,6,6,"['email', 'phone', 'work_email']",t,t,1125,90.0,1125.0,t,29/12/24,15,0,14/07/19,12/08/24,4.84,4.88,4.88,4.82,,,24,299,29/12/24,147,15,1125,1125,90.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,6,0,,f,6,6,0,0,2.21,6,1125,12/08/24,4.84,4.88,4.82,4.76,f
1097,100%,f,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,36,2,16/07/19,05/12/24,4.75,4.87,4.85,4.98,,,71,253,29/12/24,198,36,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,2.98,1,1125,05/12/24,4.75,4.85,4.98,4.73,f
1098,40%,t,2,2,"['email', 'phone']",t,t,1125,90.0,1125.0,t,29/12/24,1,0,18/08/19,16/01/24,4.95,4.94,4.89,4.85,Fairfield,,0,32,29/12/24,183,1,1125,1125,90.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,2,0,,f,2,2,0,0,2.8,2,1125,16/01/24,4.95,4.89,4.85,4.85,f
1099,98%,t,1,1,"['email', 'phone']",t,t,60,2.0,60.0,t,29/12/24,32,3,27/12/19,28/12/24,5.0,5.0,5.0,5.0,,,0,176,29/12/24,81,32,60,60,2.0,60.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.33,1,60,28/12/24,5.0,5.0,5.0,4.95,f
1100,100%,t,1,1,"['email', 'phone']",t,t,28,3.0,28.0,t,29/12/24,11,1,13/07/19,10/12/24,5.0,4.99,4.97,4.97,,,84,161,29/12/24,70,11,28,28,3.0,28.0,,t,Private room,3,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,1.05,1,28,10/12/24,5.0,4.97,4.97,5.0,f
1101,100%,t,1,1,"['email', 'phone']",t,t,14,2.0,14.0,t,29/12/24,26,0,17/07/19,15/09/24,4.79,4.8,4.89,4.9,,,0,0,29/12/24,103,26,14,14,2.0,14.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,1.55,1,14,15/09/24,4.79,4.89,4.9,4.73,f
1102,,f,1,1,"['email', 'phone']",t,f,1125,5.0,1125.0,,29/12/24,0,0,17/07/19,13/08/22,4.92,4.96,5.0,5.0,,,0,0,29/12/24,25,0,1125,1125,5.0,1125.0,,,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.38,1,1125,13/08/22,4.92,5.0,5.0,4.88,f
1103,0%,f,1,2,"['email', 'phone']",t,t,1125,29.0,1125.0,t,29/12/24,0,0,23/07/19,01/09/23,4.92,5.0,4.83,5.0,,,29,29,29/12/24,12,0,1125,1125,29.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.18,1,1125,01/09/23,4.92,4.83,5.0,4.83,f
1104,,f,1,1,"['email', 'phone']",t,t,10,4.0,10.0,t,29/12/24,0,0,29/07/19,26/03/23,4.67,5.0,4.67,4.89,,,0,0,29/12/24,9,0,10,10,4.0,10.0,,t,Entire home/apt,4,,2 baths,3.0,1,0,,t,1,1,0,0,0.14,1,10,26/03/23,4.67,4.67,4.89,4.89,t
1105,85%,t,4,9,"['email', 'phone', 'work_email']",t,t,730,30.0,730.0,t,29/12/24,7,1,23/07/19,29/11/24,4.94,4.92,4.89,4.98,,,29,304,29/12/24,53,7,730,730,30.0,730.0,,t,Private room,1,1.0,1 shared bath,1.0,0,4,,f,4,0,4,0,0.8,4,730,29/11/24,4.94,4.89,4.98,4.85,f
